mediaeval medieval
allow allows
advertising advertisements
advertising advertisement
concise succinct
corrupt corrupted
palette pallet
dissipating resolving
pensioners retirees
banned prohibition
banning prohibition
ban prohibition
communicate communicating
conformity compliance
windscreen windshields
windscreen windshield
conduct conducting
conducts conducting
armoured armour
ostensibly purportedly
communicating communicate
outgoing outbound
manger manager
tour tours
targets objectives
appear appears
relating pertaining
willingly happily
dreadful terrible
recognize recognizes
custodians keepers
muhammad mohamed
imprison detain
jails imprisons
journals diaries
careful meticulous
spend spending
recognising recognize
familial family
globally worldwide
boon blessing
yearn yearning
torn riven
reintegration reintegrate
usefulness utility
boost boosting
guide guided
feral wild
illegal illicit
trusted trustworthy
residents dwellers
speed accelerate
handgun pistol
hooks fishhooks
fireplaces homes
confirmed confirm
obtains gains
rush hurry
undermine erode
tunnels tunneling
tunnel tunneling
brake braking
responsibility responsible
eradication elimination
rehabilitating rehabilitate
troubled restive
ransacked looted
supportive positive
dearest dear
mom mum
floppy diskette
imposed dictated
resume resumed
resumes resumed
stained smudged
facilitator moderator
incompetent incapable
jesse jessie
unaffected untouched
strive seek
closely attentively
complex difficult
formulation formulating
larson larsson
abandoned abandon
kiran kieran
surge rise
marvellously beautifully
lawsuits issues
dependant dependent
dependant dependents
prevent forestall
directives directive
gaining rising
supremacy domination
naked bare
select choose
advice tips
express expressing
sincere earnest
km kilometre
jump jumping
spy spying
gods deities
natalya natalia
cable cabling
japan japanese
cannabis marijuana
nighttime nocturnal
poised prepared
avram avraham
constant ongoing
choose chooses
huge overwhelming
coastal costal
marital matrimonial
brightness luminosity
recuperation recovery
unarmed defenceless
info information
use using
uses using
frighteningly appallingly
indicate indicated
limitless infinite
initiate initiating
chili chile
present presenting
manual handbook
expenditures spending
efficacy efficiency
voyages trips
voyage trips
surreptitiously secretly
vastly dramatically
customarily traditionally
emphasise underscore
vehicle vehicular
grow increase
grow increased
forestall avert
excesses surplus
excesses surpluses
unalterable unchangeable
coordinated coordinates
coordinated coordinate
forcible coercive
proposals proposition
proposal proposition
endeavour endeavor
defenseless unarmed
subsidiary ancillary
generates generate
nasty disgusting
useless fruitless
preferable preferred
malady disease
ranks ranking
rank ranking
rank rankings
prepared prepare
try attempt
customary usual
pancakes flapjacks
revolting disgusting
marquess marquis
advocate proponent
blend blending
disgusting revolting
filet fillet
alright okay
handbook manual
objective goal
propose proposing
often frequently
dismal gloomy
demand demanding
regulations ordinance
shared share
shared shares
weighing weigh
combines unites
eradication elimination
jumps leaps
analyses analysis
analyse analysis
analysed analysis
close near
nearly almost
predict predicts
abolish abolition
loathsome despicable
brand branded
brands branded
review examination
reviewing examination
reviewed examination
booklet pamphlet
thrace thracian
pail bucket
achievable reachable
unsustainable untenable
speedy swift
troubled tormented
horrendous awful
moderate temperate
kids youngsters
microbes germs
skipper captain
base basis
pupils students
deposited deposit
delivers offers
deposited deposits
swimwear swimsuit
devoid bereft
approx approximately
unpack unpacking
adaptors adapter
adaptor adapter
alluring attractive
manhood masculinity
soothing calming
fades subsides
loathe hated
peddlers hawkers
adorable loveable
attired clothed
lucrative gainful
femininity womanhood
grants subsidies
interfere meddle
therefore consequently
inflated bloated
managerial administrative
appears appear
umar omar
extracts extracted
extract extracted
alternate alternative
allocate earmark
align aligning
almost nearly
mum mama
passionate ardent
stressed highlighted
physician doctor
legitimate justified
completely fully
celebrated famous
scents odours
uncontested unquestioned
pamphlet booklet
barriers hurdles
evaluations evaluation
combine combining
expire expires
modified amended
phony phoney
swimmers bathers
childbirth birthing
increases jumps
farcical ludicrous
leads principals
terrible dreadful
adopts adopt
limitless unrestricted
entrance entry
mama mom
untouched unaffected
coordinated coordinate
coordinated coordinates
unjust iniquitous
measly miserable
improves improve
fakes phonies
stanislaw stanislav
unobstructed unimpeded
store storing
significant important
homesickness nostalgia
jessie jesse
hawkers peddlers
somewhere someplace
peaceful peace
expires expire
perfumes scents
allowable deductible
twisted braided
collaborate cooperation
reactivate reactivated
cellphone cellular
annul cancel
invoices billing
anaemia anemia
tatiana tatyana
breathe inhale
handicaps disabilities
finds discoveries
civility politeness
preserving maintaining
replace replaces
righteousness uprightness
grossly flagrantly
tb tuberculosis
highlighted stressed
authorised authorise
rare infrequent
repayment refund
provision stipulation
moussa musa
transmitted transmit
ransacked looted
noxious toxic
numerous innumerable
particularly especially
agrarian agricultural
stressed underlined
gorgeous beautiful
handbook manual
rationalize rationalizing
completely totally
awful dreadful
rebuked scolded
effectiveness efficient
foundations cornerstones
part portion
part portions
reduce decrease
frightful dreadful
refusal refuse
collided crashed
investigate examining
investigate examine
pitiful lamentable
flyers brochures
criticising criticise
shoes footwear
acknowledging recognising
advisors councilors
superbly splendidly
councillors adviser
councillors advisers
refresh refreshing
stinky stinking
circumspect careful
strongly strenuously
splendid magnificent
leanings proclivities
exceedingly overly
disappeared gone
courageously heroically
utilise exploit
rejoicing jubilation
breadbasket granary
tornados twisters
tornadoes twisters
eliminate delete
hereditary inherited
maladies illnesses
tycoons barons
available accessible
fishers anglers
honorable respectable
rucksack knapsack
recruitment recruiting
processed treated
happily gladly
false incorrect
apply applying
uncommonly extraordinarily
poised prepared
quotes citations
plunges tumbles
conforms complies
shout yell
synchronized synchronous
fowl poultry
critically vitally
outstanding unresolved
slumps fall
applicant claimant
intelligent smart
intelligent smarts
delegated delegate
delegated delegates
steadfast unswerving
plato platon
conscious cognizant
replace replacing
selfless altruistic
knowledgeable informed
streamlining streamline
haj hajj
unearthed found
lauded commended
imposes impose
underscore underline
dike dyke
hussein hussain
commensurate proportional
eradicate eradicating
carnival carnaval
sled sleigh
graves serious
grave serious
armour armoured
unhelpful useless
loads load
milder gentler
replaced replace
soothe assuage
goods merchandise
strange weird
gaps loopholes
apprehensive concerned
defect flaws
defects flaws
initiating initiate
furnace kiln
cleanup cleaning
stable steady
tracing trace
exercise exercising
putative alleged
grandfather granddad
harmful dangerous
hinders hinder
code coding
enormously vastly
evacuate evacuated
maladies diseases
gentler milder
changes shift
change shift
venting ventilating
stressing emphasizing
describes describe
dyke dike
unique exceptional
misapprehension misinterpretation
criticise criticising
pleasure joy
demonstrates demonstrate
anyhow anyway
enduring persistent
ludicrous grotesque
expanded extended
tbs tuberculosis
tb tuberculosis
tiny minuscule
accessible available
expedited expedite
channel channelling
research researches
classifications classification
assessment estimation
intervention interference
katherine katharine
facilitates facilitate
load loads
nearest closest
undetermined unknown
interviewing interviews
shrink shrinking
timetable schedule
yes yeah
indulgence leniency
agency agencies
pals buddies
mb megabytes
arrows arrow
cozy cosy
isolate isolated
defending defend
spurned rejected
resume resuming
resumes resuming
supplier providers
suppliers provider
supplier provider
suppliers providers
concord harmony
gonorrhea gonorrhoea
certifying certify
repeating repeat
repeating repeats
unknown undetermined
drinks beverages
influenced influence
influenced influences
disturbing worrying
unshakeable unflinching
distress hardship
hiked raised
natalia natalya
diaries journals
